Nhấn vào nút record để bắt đầu ghi âm.,output,flag,username,timestamp
,,,,2023-07-27 14:28:36.493137
,,,,2023-07-27 14:28:37.811799
,,,,2023-07-27 14:30:18.018984
,,,,2023-07-27 14:30:22.717776
